,path,speakerId,transcription,intent,intentLbl
1175,../smart-lights-en-close-field/speech_corpus/audio/1464.wav,4373a208-efd7-4eea-9440-94f52145cd78,"its way too bright in here, turn down the brightness please",DecreaseBrightness,0
1176,../smart-lights-en-close-field/speech_corpus/audio/413.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want the cublicle to be at thirty nine brightness.,SetLightBrightness,2
1196,../smart-lights-en-close-field/speech_corpus/audio/463.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want the patio lights turned on,SwitchLightOn,5
1202,../smart-lights-en-close-field/speech_corpus/audio/490.wav,4373a208-efd7-4eea-9440-94f52145cd78,I would like for the lights to be brighter.,IncreaseBrightness,1
1214,../smart-lights-en-close-field/speech_corpus/audio/1461.wav,4373a208-efd7-4eea-9440-94f52145cd78,"its pretty bright in here, is there a possibility you can turn the lights down",DecreaseBrightness,0
1232,../smart-lights-en-close-field/speech_corpus/audio/239.wav,4373a208-efd7-4eea-9440-94f52145cd78,Decrease the brightness of the lights in shed. ,DecreaseBrightness,0
1236,../smart-lights-en-close-field/speech_corpus/audio/391.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want more brightness in the pantry,IncreaseBrightness,1
1269,../smart-lights-en-close-field/speech_corpus/audio/1460.wav,4373a208-efd7-4eea-9440-94f52145cd78,"its getting so dark in here, can you put the lights up",IncreaseBrightness,1
1279,../smart-lights-en-close-field/speech_corpus/audio/1484.wav,4373a208-efd7-4eea-9440-94f52145cd78,lights on please,SwitchLightOn,5
1287,../smart-lights-en-close-field/speech_corpus/audio/1137.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn down the brightness in the laundry room,DecreaseBrightness,0
1326,../smart-lights-en-close-field/speech_corpus/audio/749.wav,4373a208-efd7-4eea-9440-94f52145cd78,Make the light in the bathroom brighter,IncreaseBrightness,1
16,../smart-lights-en-close-field/speech_corpus/audio/11.wav,4373a208-efd7-4eea-9440-94f52145cd78,Adjust the bedroom lights to ten percent,SetLightBrightness,2
30,../smart-lights-en-close-field/speech_corpus/audio/1084.wav,4373a208-efd7-4eea-9440-94f52145cd78,The basement lights must be switched on,SwitchLightOn,5
40,../smart-lights-en-close-field/speech_corpus/audio/1135.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn down the brightness,DecreaseBrightness,0
52,../smart-lights-en-close-field/speech_corpus/audio/415.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want the entire appartment to be at two brightness,SetLightBrightness,2
70,../smart-lights-en-close-field/speech_corpus/audio/877.wav,4373a208-efd7-4eea-9440-94f52145cd78,Please set the light brightness level of basement to thirty nine,SetLightBrightness,2
106,../smart-lights-en-close-field/speech_corpus/audio/377.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want it less bright now,DecreaseBrightness,0
119,../smart-lights-en-close-field/speech_corpus/audio/1377.wav,4373a208-efd7-4eea-9440-94f52145cd78,can you turn off the cellar lights?,SwitchLightOff,4
135,../smart-lights-en-close-field/speech_corpus/audio/628.wav,4373a208-efd7-4eea-9440-94f52145cd78,Lessen the brightness for me,DecreaseBrightness,0
137,../smart-lights-en-close-field/speech_corpus/audio/1133.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn down lights in entire appartment,DecreaseBrightness,0
138,../smart-lights-en-close-field/speech_corpus/audio/306.wav,4373a208-efd7-4eea-9440-94f52145cd78,Help me make the light brighter,IncreaseBrightness,1
161,../smart-lights-en-close-field/speech_corpus/audio/1347.wav,4373a208-efd7-4eea-9440-94f52145cd78,"Will you set the changing room to fifty brightness?
",SetLightBrightness,2
18,../smart-lights-en-close-field/speech_corpus/audio/1134.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn down the basement lights,DecreaseBrightness,0
21,../smart-lights-en-close-field/speech_corpus/audio/231.wav,4373a208-efd7-4eea-9440-94f52145cd78,Decrease brightness in boardroom by one third.,DecreaseBrightness,0
29,../smart-lights-en-close-field/speech_corpus/audio/640.wav,4373a208-efd7-4eea-9440-94f52145cd78,Lets turn off the lights in the office,SwitchLightOff,4
34,../smart-lights-en-close-field/speech_corpus/audio/1004.wav,4373a208-efd7-4eea-9440-94f52145cd78,Set the cella to two,SetLightBrightness,2
42,../smart-lights-en-close-field/speech_corpus/audio/862.wav,4373a208-efd7-4eea-9440-94f52145cd78,Please make the entire flat blue.,SetLightColor,3
69,../smart-lights-en-close-field/speech_corpus/audio/668.wav,4373a208-efd7-4eea-9440-94f52145cd78,Lower the lights in the changing room ,DecreaseBrightness,0
72,../smart-lights-en-close-field/speech_corpus/audio/36.wav,4373a208-efd7-4eea-9440-94f52145cd78,Be sure that all of the lighting is off,SwitchLightOff,4
77,../smart-lights-en-close-field/speech_corpus/audio/852.wav,4373a208-efd7-4eea-9440-94f52145cd78,Please increase the brightness of the lights in the small meeting room.,IncreaseBrightness,1
95,../smart-lights-en-close-field/speech_corpus/audio/359.wav,4373a208-efd7-4eea-9440-94f52145cd78,I need the lights to be brighter,IncreaseBrightness,1
96,../smart-lights-en-close-field/speech_corpus/audio/1541.wav,4373a208-efd7-4eea-9440-94f52145cd78,please some light in the kitchen,SwitchLightOn,5
107,../smart-lights-en-close-field/speech_corpus/audio/446.wav,4373a208-efd7-4eea-9440-94f52145cd78,I want the lights on for the entire flat please,SwitchLightOn,5
109,../smart-lights-en-close-field/speech_corpus/audio/1046.wav,4373a208-efd7-4eea-9440-94f52145cd78,Shut off the lights in the loo.,SwitchLightOff,4
111,../smart-lights-en-close-field/speech_corpus/audio/1616.wav,4373a208-efd7-4eea-9440-94f52145cd78,"this entire appartment is in darkness, you need to turn the brightness up",IncreaseBrightness,1
112,../smart-lights-en-close-field/speech_corpus/audio/810.wav,4373a208-efd7-4eea-9440-94f52145cd78,"Ok alexa, Cut out lights in the pantry",SwitchLightOff,4
128,../smart-lights-en-close-field/speech_corpus/audio/1436.wav,4373a208-efd7-4eea-9440-94f52145cd78,i need to brighten up the meeting room,SwitchLightOn,5
146,../smart-lights-en-close-field/speech_corpus/audio/255.wav,4373a208-efd7-4eea-9440-94f52145cd78,Dim lights please.,DecreaseBrightness,0
160,../smart-lights-en-close-field/speech_corpus/audio/363.wav,4373a208-efd7-4eea-9440-94f52145cd78,I need the room to be blue?,SetLightColor,3
163,../smart-lights-en-close-field/speech_corpus/audio/1009.wav,4373a208-efd7-4eea-9440-94f52145cd78,Set the entrance lights to a brighter setting,IncreaseBrightness,1
89,../smart-lights-en-close-field/speech_corpus/audio/198.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Change the lights to green please.,SetLightColor,3
104,../smart-lights-en-close-field/speech_corpus/audio/900.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Please turn lights red in large meeting room,SetLightColor,3
171,../smart-lights-en-close-field/speech_corpus/audio/1269.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Turn the lights blue,SetLightColor,3
550,../smart-lights-en-close-field/speech_corpus/audio/1392.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,change the light to pink,SetLightColor,3
554,../smart-lights-en-close-field/speech_corpus/audio/1388.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,change lighting to pink,SetLightColor,3
694,../smart-lights-en-close-field/speech_corpus/audio/802.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Make the toilets green lights,SetLightColor,3
726,../smart-lights-en-close-field/speech_corpus/audio/703.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Make my lights green,SetLightColor,3
1019,../smart-lights-en-close-field/speech_corpus/audio/1652.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,turn the house light pink,SetLightColor,3
131,../smart-lights-en-close-field/speech_corpus/audio/863.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,Please make the flat room blue,SetLightColor,3
51,../smart-lights-en-close-field/speech_corpus/audio/1507.wav,4e0d0b9b-59da-42f8-ace0-5a795c68a7e8,make the light red,SetLightColor,3
2,../smart-lights-en-close-field/speech_corpus/audio/959.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Put the lights on,SwitchLightOn,5
84,../smart-lights-en-close-field/speech_corpus/audio/1214.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn on the laundry room lighting,SwitchLightOn,5
145,../smart-lights-en-close-field/speech_corpus/audio/501.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,I would like the lights turned off.,SwitchLightOff,4
225,../smart-lights-en-close-field/speech_corpus/audio/439.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,I want the lights in the pantry to be pink,SetLightColor,3
264,../smart-lights-en-close-field/speech_corpus/audio/193.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Change the lights in the kids bedroom to blue.,SetLightColor,3
319,../smart-lights-en-close-field/speech_corpus/audio/928.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Please turn the lights off,SwitchLightOff,4
389,../smart-lights-en-close-field/speech_corpus/audio/943.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Power on the office lamps,SwitchLightOn,5
393,../smart-lights-en-close-field/speech_corpus/audio/1186.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn off the lights in the bed room,SwitchLightOff,4
430,../smart-lights-en-close-field/speech_corpus/audio/1342.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,"We have a large meeting room, I need some red lights in there.",SetLightColor,3
582,../smart-lights-en-close-field/speech_corpus/audio/713.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Make the bathroom lights on,SwitchLightOn,5
637,../smart-lights-en-close-field/speech_corpus/audio/1263.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn the large meeting room green.,SetLightColor,3
656,../smart-lights-en-close-field/speech_corpus/audio/91.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Can you make the lights green in the basement?,SetLightColor,3
671,../smart-lights-en-close-field/speech_corpus/audio/1294.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn the lights on in the kitchen,SwitchLightOn,5
740,../smart-lights-en-close-field/speech_corpus/audio/1281.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn the lights off in the dining room.,SwitchLightOff,4
987,../smart-lights-en-close-field/speech_corpus/audio/199.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Change the lights to pink please,SetLightColor,3
998,../smart-lights-en-close-field/speech_corpus/audio/1223.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn on the lights in the waiting room,SwitchLightOn,5
1037,../smart-lights-en-close-field/speech_corpus/audio/868.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Please make the lights green in the dining room ,SetLightColor,3
1096,../smart-lights-en-close-field/speech_corpus/audio/759.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Make the lights blue ,SetLightColor,3
1189,../smart-lights-en-close-field/speech_corpus/audio/1194.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn off the lights now,SwitchLightOff,4
1301,../smart-lights-en-close-field/speech_corpus/audio/117.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Can you shut the lights off at the entrance,SwitchLightOff,4
1327,../smart-lights-en-close-field/speech_corpus/audio/362.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,I need the lights turned off in the vestibule,SwitchLightOff,4
48,../smart-lights-en-close-field/speech_corpus/audio/1180.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn off the lights at 4:30 pm,SwitchLightOff,4
103,../smart-lights-en-close-field/speech_corpus/audio/1226.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn on the office lighting,SwitchLightOn,5
117,../smart-lights-en-close-field/speech_corpus/audio/450.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,I want the lights to be blue in the bathroom,SetLightColor,3
154,../smart-lights-en-close-field/speech_corpus/audio/1183.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn off the lights in five minutes,SwitchLightOff,4
160,../smart-lights-en-close-field/speech_corpus/audio/355.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,I need the lights off in the changing room,SwitchLightOff,4
12,../smart-lights-en-close-field/speech_corpus/audio/701.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Make my lights blue,SetLightColor,3
127,../smart-lights-en-close-field/speech_corpus/audio/1349.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Would you please turn on the lights in my cubicle,SwitchLightOn,5
141,../smart-lights-en-close-field/speech_corpus/audio/915.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Please turn on the lights,SwitchLightOn,5
157,../smart-lights-en-close-field/speech_corpus/audio/342.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need some light please in the kitchen,SwitchLightOn,5
221,../smart-lights-en-close-field/speech_corpus/audio/341.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need some light please,SwitchLightOn,5
305,../smart-lights-en-close-field/speech_corpus/audio/344.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need some lights in the kitchen,SwitchLightOn,5
476,../smart-lights-en-close-field/speech_corpus/audio/347.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need the light,SwitchLightOn,5
861,../smart-lights-en-close-field/speech_corpus/audio/343.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need some lights,SwitchLightOn,5
13,../smart-lights-en-close-field/speech_corpus/audio/493.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I would like lights on inside the house,SwitchLightOn,5
23,../smart-lights-en-close-field/speech_corpus/audio/766.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the lights go on,SwitchLightOn,5
27,../smart-lights-en-close-field/speech_corpus/audio/20.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Adjust the laundry room lighting to level thirty nine,SetLightBrightness,2
42,../smart-lights-en-close-field/speech_corpus/audio/150.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change lights in garage to level five,SetLightBrightness,2
43,../smart-lights-en-close-field/speech_corpus/audio/847.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please go on and increase the brightness ,IncreaseBrightness,1
47,../smart-lights-en-close-field/speech_corpus/audio/115.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you set the meeting room to be a pink hue?,SetLightColor,3
49,../smart-lights-en-close-field/speech_corpus/audio/1088.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The brightness in the studio should be twenty two,SetLightBrightness,2
50,../smart-lights-en-close-field/speech_corpus/audio/1463.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"its so dark in here, please turn up the lights just a little",IncreaseBrightness,1
53,../smart-lights-en-close-field/speech_corpus/audio/33.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Assistant, turn my lights on.",SwitchLightOn,5
62,../smart-lights-en-close-field/speech_corpus/audio/858.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please lower the lights in the room.,DecreaseBrightness,0
73,../smart-lights-en-close-field/speech_corpus/audio/484.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want to turn off the patio lamps,SwitchLightOff,4
95,../smart-lights-en-close-field/speech_corpus/audio/683.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make it brighter in the large meeting room.,IncreaseBrightness,1
111,../smart-lights-en-close-field/speech_corpus/audio/1267.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the light on in the bedroom,SwitchLightOn,5
113,../smart-lights-en-close-field/speech_corpus/audio/564.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,In the lounge turn the lights off.,SwitchLightOff,4
119,../smart-lights-en-close-field/speech_corpus/audio/1664.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,turn up the brightness in the patio,IncreaseBrightness,1
120,../smart-lights-en-close-field/speech_corpus/audio/873.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please set it to five.,SetLightBrightness,2
127,../smart-lights-en-close-field/speech_corpus/audio/1485.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,lights should be set at level twenty two,SetLightBrightness,2
130,../smart-lights-en-close-field/speech_corpus/audio/139.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Can you turn the lights off.,SwitchLightOff,4
131,../smart-lights-en-close-field/speech_corpus/audio/325.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I don't want the lights on.,SwitchLightOff,4
140,../smart-lights-en-close-field/speech_corpus/audio/561.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,In the laundry room turn down the light power,DecreaseBrightness,0
148,../smart-lights-en-close-field/speech_corpus/audio/1385.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,change color of bathroom lights to pink,SetLightColor,3
160,../smart-lights-en-close-field/speech_corpus/audio/1044.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Shut off the lights at the entrance,SwitchLightOff,4
161,../smart-lights-en-close-field/speech_corpus/audio/725.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the cubicle less bright,DecreaseBrightness,0
164,../smart-lights-en-close-field/speech_corpus/audio/989.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set the bathroom lights to the on position,SwitchLightOn,5
169,../smart-lights-en-close-field/speech_corpus/audio/1109.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The light needs to be dimmed,DecreaseBrightness,0
191,../smart-lights-en-close-field/speech_corpus/audio/1514.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,modify the color of all light bulbs into pink,SetLightColor,3
192,../smart-lights-en-close-field/speech_corpus/audio/1474.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,light up garage,SwitchLightOn,5
212,../smart-lights-en-close-field/speech_corpus/audio/521.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I'd like the light to increase in the pantry,IncreaseBrightness,1
217,../smart-lights-en-close-field/speech_corpus/audio/336.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I need more light here,IncreaseBrightness,1
223,../smart-lights-en-close-field/speech_corpus/audio/1467.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,kitchen no more lights,SwitchLightOff,4
